book_id,title,authors,language_code,average_rating,ratings_count
2213324,"Airhead (Airhead, #1)",Meg Cabot,eng,3.77,32457
25190,"Beauty's Release (Sleeping Beauty, #3)","A.N. Roquelaure, Anne Rice",eng,3.71,22424
3389671,"Jessica's Guide to Dating on the Dark Side (Jessica, #1)",Beth Fantaskey,en-US,3.85,32763
26596,"Complete Poems, 1904-1962",E.E. Cummings,eng,4.35,18662
1635,Execution: The Discipline of Getting Things Done,"Larry Bossidy, Ram Charan, Charles Burck",en-US,3.83,18065
20663702,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,Caitlin Doughty,eng,4.04,10979
7096123,"The Rembrandt Affair (Gabriel Allon, #10)",Daniel Silva,eng,4.26,18957
15730101,The Call of Cthulhu,H.P. Lovecraft,eng,4.05,17199
373915,20th Century Ghosts,"Joe Hill, Christopher Golden",en-US,3.95,21987
6819,Ghostwritten,David Mitchell,eng,4.06,17900
21219083,The One That Got Away,Simon Wood,eng,3.77,17367
8709528,"The Ruby Circle (Bloodlines, #6)",Richelle Mead,eng,4.22,29260
5983694,Where the Mountain Meets the Moon,Grace Lin,eng,4.24,24371
125190,"Swallows and Amazons (Swallows and Amazons, #1)",Arthur Ransome,eng,3.98,21716
9442157,"Rock Hard (Sinners on Tour, #2)",Olivia Cunning,eng,4.11,35676
20525628,How to Build a Girl,Caitlin Moran,eng,3.69,16981
1407874,"Sang Pemimpi (Tetralogi Laskar Pelangi, #2)",Andrea Hirata,ind,4.09,12998
28116,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,A.J. Jacobs,eng,3.77,22226
15811495,"Touch & Go (Tessa Leoni, #2)",Lisa Gardner,eng,4.05,19016
126807,The Double Bind,Chris Bohjalian,eng,3.62,22067
9751378,Summer Rental,Mary Kay Andrews,en-US,3.78,20723
23553419,The Ice Twins,S.K. Tremayne,eng,3.68,16718
17899696,"The Edge of Always (The Edge of Never, #2)",J.A. Redmerski,eng,4.02,17532
2873,The Virgin Blue,Tracy Chevalier,eng,3.65,23484
15797397,Salt Sugar Fat: How the Food Giants Hooked Us,Michael Moss,eng,3.98,18542
225038,"Half Magic (Tales of Magic, #1)","Edward Eager, N.M. Bodecker",en-US,3.94,28580
7090785,"Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)","Steve Hockensmith, Jane Austen, Patrick Arrasmith",eng,3.47,20207
7180727,"Live to Tell (Detective D.D. Warren, #4)",Lisa Gardner,eng,4.18,21984
825081,Lilly's Purple Plastic Purse,Kevin Henkes,,4.2,24247
368916,"84, Charing Cross Road",Helene Hanff,eng,4.19,26899
5153799,"Father Mine (Black Dagger Brotherhood, #6.5)",J.R. Ward,eng,4.51,32178
14572,Peace Is Every Step: The Path of Mindfulness in Everyday Life,"Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV",eng,4.34,19152
6686671,"Electric Daisy, Vol. 1 (Dengeki Daisy, #1)",Kyousuke Motomi,ind,4.3,20880
29868610,Scrappy Little Nobody,Anna Kendrick,eng,3.91,28719
24429934,The Einstein Prophecy,Robert Masello,en-US,3.58,19019
7307795,"Started Early, Took My Dog (Jackson Brodie, #4)",Kate Atkinson,eng,3.89,21662
107032,Batman: A Death in the Family,"Jim Starlin, Jim Aparo, Mike DeCarlo",eng,4.05,19765
16085517,TransAtlantic,Colum McCann,eng,3.81,18065
6871616,"Eternal Kiss of Darkness (Night Huntress World, #2)",Jeaniene Frost,en-GB,4.21,31967
129117,"The Spellman Files (The Spellmans, #1)",Lisa Lutz,eng,3.88,23788
32626,Books of Blood: Volumes One to Three (Books of Blood #1-3),Clive Barker,eng,4.16,20228
294046,"The Judas Strain (Sigma Force, #4)",James Rollins,eng,4.15,20976
33333,Searching for God Knows What,Donald Miller,en-US,3.92,19383
30122,The Missing Piece,Shel Silverstein,,4.27,21207
56842,Fatherland,Robert   Harris,eng,3.96,18917
7132363,"Freedom™ (Daemon, #2)",Daniel Suarez,en-US,4.27,12456
92508,The Bridge of San Luis Rey,Thornton Wilder,en-US,3.8,22003
1772910,White Nights,Fyodor Dostoyevsky,eng,4.05,13405
5215879,"Skin Trade (Anita Blake, Vampire Hunter #17)",Laurell K. Hamilton,en-US,3.9,29261
481749,Jesus the Christ,James E. Talmage,,4.63,17179
1693617,Disney's the Lion King,Don Ferguson,en-US,4.49,19553
31168,Shirley,"Charlotte Brontë, Lucasta Miller, collaborative, Jessica Cox",,3.71,22562
114129,"Born in Ice (Born In Trilogy, #2)",Nora Roberts,en-US,4.13,26219
9569,Villa Incognito,Tom Robbins,,3.65,14206
22237161,The Sellout,Paul Beatty,eng,3.8,21733
21325,"Fables, Vol. 4: March of the Wooden Soldiers","Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell",eng,4.29,23624
28077464,Night School,"Lee Child, Dick Hill",eng,3.96,11181
9578677,"The Silent Girl (Rizzoli & Isles, #9)",Tess Gerritsen,en-US,4.13,21444
11301,Horton Hatches the Egg,Dr. Seuss,eng,4.14,29676
17733861,"A Shade of Blood (A Shade of Vampire, #2)",Bella Forrest,eng,4.01,24757
15827066,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,"Jenna Miscavige Hill, Lisa Pulitzer",eng,3.72,12643
73945,Apology,"Plato, James J. Helm",eng,4.15,18261
102953,"Preacher, Volume 3: Proud Americans","Garth Ennis, Steve Dillon, Penn Jillette",eng,4.27,19451
12880428,"The Wolf Gift (The Wolf Gift Chronicles, #1)",Anne Rice,eng,3.52,19008
867650,The Little Red Hen (Little Golden Book),"Diane Muldrow, J.P. Miller",,4.2,22932
10875239,Lethal,Sandra Brown,,4.04,20353
3974,The Terror,Dan Simmons,eng,4.0,21225
773606,Madeline's Rescue,Ludwig Bemelmans,eng,4.24,24495
6694937,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime","John Heilemann, Mark Halperin",,4.1,16800
659622,"Garden of Shadows (Dollanganger, #5)",V.C. Andrews,eng,3.88,23139
10599805,"A Perfect Blood (The Hollows, #10)",Kim Harrison,en-US,4.38,26455
124524,Joni: An Unforgettable Story,"Joni Eareckson Tada, Joe Musser",en-US,4.23,20191
93768,"War of the Twins (Dragonlance: Legends, #2)","Margaret Weis, Tracy Hickman",eng,4.11,21559
7856305,"Cross Fire (Alex Cross, #17)",James Patterson,eng,4.04,20407
148821,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,Ross King,en-US,3.84,17931
582533,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,Shakti Gawain,eng,4.13,17811
40329,"Metro Girl (Alex Barnaby, #1)",Janet Evanovich,eng,3.6,27115
25454883,"Never Never: Part Three (Never Never, #3)","Colleen Hoover, Tarryn Fisher",en-GB,3.48,26749
9565045,"Second Grave on the Left (Charley Davidson, #2)",Darynda Jones,en-US,4.29,30926
33609,Katherine,"Anya Seton, Philippa Gregory",eng,4.18,22577
828387,A Short History of Tractors in Ukrainian,Marina Lewycka,en-US,3.37,18204
22693182,Where They Found Her,Kimberly McCreight,eng,3.83,19429
125925,"Industrial Magic (Women of the Otherworld, #4)",Kelley Armstrong,en-US,4.12,27521
74256,"Le Petit Nicolas (Le petit Nicolas, #1)","René Goscinny, Jean-Jacques Sempé",fre,4.13,24796
18867685,"The Atlantis Plague (The Origin Mystery, #2)",A.G. Riddle,eng,3.88,7905
42512,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,"Harold G. Moore, Joseph L. Galloway",eng,4.29,18688
92367,Whiteout,Ken Follett,en-US,3.54,18791
568236,A Distant Mirror:  The Calamitous 14th Century,Barbara W. Tuchman,eng,4.11,21776
28899,Heat,Mike Lupica,en-US,3.97,16579
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,en-US,3.73,16698
64864,"N is for Noose (Kinsey Millhone, #14)",Sue Grafton,eng,3.97,24658
8476248,Just Like Heaven (Smythe-Smith Quartet #1),Julia Quinn,en-GB,3.93,14300
6443349,"Percy Jackson and the Olympians Boxed Set (Percy Jackson and the Olympians, #1-5)","Rick Riordan, Tk",,4.57,19555
11720382,"Catch Me (Detective D.D. Warren, #6)",Lisa Gardner,eng,4.17,21486
233044,"The Shop on Blossom Street (Blossom Street, #1)",Debbie Macomber,eng,4.04,22861
239102,"Starless Night (Forgotten Realms: Legacy of the Drow, #2; Legend of Drizzt, #8)",R.A. Salvatore,en-GB,4.12,18305
93788,"Night Fall (John Corey, #3)",Nelson DeMille,eng,4.07,18761
8967,"Trials of Death (Cirque Du Freak, #5)",Darren Shan,,4.25,22157
7144426,"The Bourne Objective (Jason Bourne, #8)","Eric Van Lustbader, Robert Ludlum",eng,4.07,16294
27252717,"The Score (Off-Campus, #3)",Elle Kennedy,eng,4.27,32709
289644,"Even Now (Lost Love, #1)",Karen Kingsbury,en-US,4.26,18120
3121162,Testimony,Anita Shreve,en-US,3.54,21977
11544421,"Magic Rises (Kate Daniels, #6)",Ilona Andrews,eng,4.49,29556
9970042,"Whispers Under Ground (Peter Grant, #3)",Ben Aaronovitch,eng,4.16,15946
18453095,"Unlucky 13 (Women’s Murder Club, #13)","James Patterson, Maxine Paetro",eng,3.94,16005
99610,The Best Laid Plans,Sidney Sheldon,eng,3.66,17173
2855034,Nation,Terry Pratchett,en-US,4.05,22466
114162,"Secrets of a Summer Night (Wallflowers, #1)",Lisa Kleypas,eng,4.05,33026
456028,"Red: The Heroic Rescue (The Circle, #2)",Ted Dekker,eng,4.3,19896
10680329,"A Trick of the Light (Chief Inspector Armand Gamache, #7)",Louise Penny,eng,4.29,20932
17455585,"White Hot Kiss (The Dark Elements, #1)",Jennifer L. Armentrout,eng,4.28,27848
1717890,Pandora Hearts 1巻,"Jun Mochizuki, 望月淳",jpn,4.2,19222
32769,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,en-US,4.25,19586
6340016,Lit,Mary Karr,eng,3.88,17964
465904,"Dragonsdawn (Pern, #9)",Anne McCaffrey,,4.17,25824
6596547,Mockingbird,Kathryn Erskine,eng,4.18,21138
13489517,28 حرف,أحمد حلمي,ara,3.1,15708
107195,I Kissed Dating Goodbye,Joshua Harris,,3.61,17121
903,"The Egypt Game (Game, #1)",Zilpha Keatley Snyder,eng,3.81,26657
277397,Ellen Foster,Kaye Gibbons,eng,3.75,23327
22904,The Complete Stories,"Franz Kafka, Nahum N. Glatzer, John Updike, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins",eng,4.34,18314
1059680,Veganomicon: The Ultimate Vegan Cookbook,"Isa Chandra Moskowitz, Terry Hope Romero",,3.98,19359
260025,"Test of the Twins (Dragonlance: Legends, #3)","Margaret Weis, Tracy Hickman",eng,4.16,21047
48467,Wise Blood,Flannery O'Connor,en-US,3.88,18053
220826,Kürk Mantolu Madonna,Sabahattin Ali,tur,4.49,19806
187124,"Running with the Demon (Word & Void, #1)",Terry Brooks,eng,3.95,21209
223838,In His Steps,Charles M. Sheldon,,4.15,18254
10790516,Lothaire (Immortals After Dark #12),Kresley Cole,eng,4.43,30304
515905,"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",Mo Willems,en-US,4.28,23396
2260637,"The Whole Truth (A. Shaw, #1)",David Baldacci,eng,4.0,19171
2659997,"Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs","Elissa Wall, Lisa Pulitzer",,3.89,19468
11178225,Out of the Easy,Ruta Sepetys,eng,4.05,25913
2182780,Batman: The Man Who Laughs,"Ed Brubaker, Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird",eng,4.09,16933
273511,"Midnight (Warriors: The New Prophecy, #1)",Erin Hunter,eng,4.26,24650
18176747,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,eng,4.2,19492
11051889,"The Fallen Star (Fallen Star, #1)",Jessica Sorensen,,3.91,19786
228990,"The Illearth War (The Chronicles of Thomas Covenant the Unbeliever, #2)",Stephen R. Donaldson,,3.99,20039
2063563,My Booky Wook,Russell Brand,en-GB,3.42,16553
18527947,"Shadow Spell (The Cousins O'Dwyer Trilogy, #2)",Nora Roberts,en-US,4.0,17155
10909804,Just My Type: A Book About Fonts,Simon Garfield,en-US,3.79,22046
3492020,"Promises in Death (In Death, #28)",J.D. Robb,eng,4.4,24115
23534,Love Is a Dog from Hell,Charles Bukowski,eng,4.16,19471
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,eng,4.31,20185
13568322,The Zombie Room,R.D. Ronald,eng,3.61,14302
67931,The Analyst,John Katzenbach,eng,4.12,11685
2113260,Shades of Grey,Jasper Fforde,eng,4.14,22788
33569,"That Was Then, This Is Now",S.E. Hinton,en-US,3.89,22946
6164358,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)","Trenton Lee Stewart, Del Roy",,4.28,23448
10149142,The Family Fang,Kevin    Wilson,en-US,3.6,18214
10907,The Pursuit of Happyness,Chris Gardner,,4.17,18492
7147831,Min kamp 1 (Min kamp #1),Karl Ove Knausgård,nor,4.08,7886
8517008,"A Red Herring Without Mustard (Flavia de Luce, #3)",Alan Bradley,eng,4.07,26160
18728,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,eng,4.2,26004
414298,Straight Man,Richard Russo,eng,4.02,19358
10739,The Moviegoer,Walker Percy,en-CA,3.7,18655
87346,The Cherry Orchard,"Anton Chekhov, Tom    Murphy",eng,3.68,18914
4835838,"11 Birthdays (Willow Falls, #1)",Wendy Mass,eng,4.18,22339
7329,Unfinished Tales of Númenor and Middle-Earth,"J.R.R. Tolkien, Christopher Tolkien",,3.93,18402
9461872,"Sisterhood Everlasting (Sisterhood, #5)",Ann Brashares,eng,3.9,25849
349090,Infinity Welcomes Careful Drivers (Red Dwarf #1),Grant Naylor,eng,4.03,19773
33459,Coyote Blue,Christopher Moore,en-US,3.75,19901
2501455,فوضى الحواس,"أحلام مستغانمي, Ahlam Mosteghanemi",ara,3.83,16337
87665,Orthodoxy,G.K. Chesterton,eng,4.23,18303
426625,Fancy Nancy,"Jane O'Connor, Robin Preiss Glasser",,4.15,21619
3692,The Heart of the Matter,Graham Greene,eng,3.98,19149
21535019,"The Long Haul (Diary of a Wimpy Kid, #9)",Jeff Kinney,eng,4.33,21822
169871,"Talking to Dragons (Enchanted Forest Chronicles, #4)","Patricia C. Wrede, Peter de Sève",en-US,4.19,27948
2029176,Sail,"James Patterson, Howard Roughan",eng,3.8,20932
23301545,The Sleeper and the Spindle,"Neil Gaiman, Chris Riddell",eng,3.9,20889
18114142,A Fall of Marigolds,Susan Meissner,,4.04,17015
18750,"Beauty's Punishment (Sleeping Beauty, #2)","A.N. Roquelaure, Anne Rice",en-US,3.62,20867
285011,"The Negotiator (O'Malley, #1)",Dee Henderson,eng,4.32,20278
13041934,Can Love Happen Twice?,Ravinder Singh,eng,3.31,15668
3124249,"A Lion Among Men (The Wicked Years, #3)","Gregory Maguire, Douglas Smith",en-US,3.29,21794
43908,"Shadow of a Dark Queen (The Serpentwar Saga, #1)",Raymond E. Feist,eng,4.02,20847
11466,This Boy's Life,Tobias Wolff,eng,3.98,19981
3993839,"Patient Zero (Joe Ledger, #1)",Jonathan Maberry,en-US,3.98,19852
545951,Death Comes for the Archbishop,Willa Cather,eng,3.88,21343
7942786,"Fair Game (Alpha & Omega, #3)",Patricia Briggs,en-US,4.34,28322
17312201,"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",Rick Riordan,eng,4.26,21691
52823,Tartuffe,"Molière, Martin Sorrell",eng,3.66,21061
4701550,Passion Unleashed (Demonica #3),Larissa Ione,eng,4.32,28493
1896346,"High School Debut, Vol. 01 (High School Debut, #1)",Kazune Kawahara,en-GB,4.11,21210
10400407,في ديسمبر تنتهي كل الأحلام,أثير عبدالله النشمي,ara,3.33,16479
386234,Just for You (Little Critter),Mercer Mayer,eng,4.25,22965
294047,Amazonia,James Rollins,eng,4.11,20410
46674,Feeling Good: The New Mood Therapy,David D. Burns,en-US,3.95,17065
114184,Blue Smoke,Nora Roberts,eng,3.97,24366
6528,"Predator (Kay Scarpetta, #14)",Patricia Cornwell,en-US,3.67,21668
720298,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,,4.13,18340
254308,Oblomov,"Ivan Goncharov, Stephen Pearl, Galya Diment",eng,4.0,18458
198332,"Inca Gold (Dirk Pitt, #12)",Clive Cussler,eng,3.96,20297
18167006,Delicious!,Ruth Reichl,eng,3.75,17657
6496815,NurtureShock: New Thinking About Children,"Po Bronson, Ashley Merryman",en-US,4.04,17310
1849,"Wild Fire (John Corey, #4)",Nelson DeMille,en-US,3.99,18529
154423,Two Little Girls in Blue,Mary Higgins Clark,en-US,3.85,20727
589979,"Daughter of the Empire (The Empire Trilogy, #1)","Raymond E. Feist, Janny Wurts",eng,4.24,24055
688191,"Everlost (Skinjacker, #1)",Neal Shusterman,eng,3.94,24506
8534799,Dreams of a Dark Warrior (Immortals After Dark #11),Kresley Cole,en-US,4.39,28315
7824997,"Theodore Boone: Kid Lawyer (Theodore Boone, #1)","John Grisham, Richard Thomas",eng,3.72,19284
34072,"Jimmy Corrigan, the Smartest Kid on Earth",Chris Ware,,4.1,17128
39980,"A Year Down Yonder (A Long Way from Chicago, #2)",Richard Peck,eng,4.1,23310
16163690,"Own the Wind (Chaos, #1)",Kristen Ashley,eng,4.22,38673
4516,Marina,Carlos Ruiz Zafón,spa,3.99,18260
7135858,My Name Is Memory,Ann Brashares,eng,3.7,23498
15054,Written on the Body,Jeanette Winterson,en-US,4.08,18203
7849341,"Tiger's Voyage (The Tiger Saga, #3)",Colleen Houck,eng,4.35,24495
605015,"Dead and Alive (Dean Koontz's Frankenstein, #3)",Dean Koontz,eng,4.01,18310
4591,Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,en-US,4.02,17684
53580,The Going-To-Bed Book,Sandra Boynton,en-US,4.22,21078
112675,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",Louise Rennison,en-US,3.97,24077
27526,"Desecration (Left Behind, #9)","Tim LaHaye, Jerry B. Jenkins",en-US,4.0,19562
18114068,Redeployment,Phil Klay,eng,3.98,15597
6512140,Going Bovine,Libba Bray,eng,3.65,26259
25807,The Postman Always Rings Twice,James M. Cain,eng,3.81,19416
6555517,"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",Carrie Ryan,en-US,3.91,26347
9530,Shadow Divers,Robert Kurson,eng,4.26,16917
8293938,Moon Over Manifest,Clare Vanderpool,eng,4.02,23298
77103,The Glass Palace,Amitav Ghosh,eng,3.94,16535
10710392,Chopsticks,"Jessica Anthony, Rodrigo Corral",eng,3.72,18375
21853628,Every Fifteen Minutes,Lisa Scottoline,en-CA,3.72,16765
16279856,"The Eye of Minds (The Mortality Doctrine, #1)",James Dashner,eng,3.85,22637
140278,"4:50 from Paddington (Miss Marple, #8)",Agatha Christie,eng,3.92,23416
74036,"Ceremony in Death (In Death, #5)",J.D. Robb,eng,4.26,25093
18373214,"Cockroaches (Harry Hole, #2)","Jo Nesbø, Don Bartlett",eng,3.71,14717
140078,"Grave Surprise (Harper Connelly, #2)",Charlaine Harris,en-US,3.88,27905
3304,"City of the Beasts (Eagle and Jaguar, #1)","Isabel Allende, Margaret Sayers Peden",eng,3.69,15497
2364284,أولاد حارتنا,"Naguib Mahfouz, نجيب محفوظ",ara,4.1,14860
68497,"The Scar (Bas-Lag, #2)",China Miéville,eng,4.15,20745
23225,"Haunted (The Mediator, #5)",Meg Cabot,eng,4.15,29460
28553,"Dragondrums (Harper Hall, #3)",Anne McCaffrey,eng,4.04,25473
9545064,The Story of Beautiful Girl,Rachel Simon,,3.92,19655
18646,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",Dava Sobel,en-US,3.74,21260
42692,Mila 18,Leon Uris,eng,4.27,19323
11391817,Drawing from Memory,Allen Say,eng,3.81,21137
1330324,"Sea of Poppies (Ibis Trilogy, #1)",Amitav Ghosh,eng,3.93,15499
99245,Nightfall,"Isaac Asimov, Robert Silverberg",eng,4.01,21683
18005,How I Became a Pirate,"Melinda Long, David Shannon",eng,4.07,21554
99208,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",Edward Abbey,en-US,4.08,15513
6323821,Last Night in Twisted River,John Irving,eng,3.74,18441
10115852,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,eng,3.54,17668
9376345,"Bite Club (The Morganville Vampires, #10)",Rachel Caine,eng,4.23,25064
78970,A Matter of Honor,Jeffrey Archer,,3.9,16502
469901,Mr. Perfect,Linda Howard,eng,4.07,24753
16093188,"Up to Me (The Bad Boys, #2)",M. Leighton,eng,4.12,30597
16124019,"Waking Up Married (Waking Up, #1)",Mira Lyn Kelly,en-US,3.53,23812
1225261,No Time for Goodbye (No Time For Goodbye #1),Linwood Barclay,eng,4.0,17413
207802,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",Katherine Hannigan,eng,3.86,20551
4703450,"The Dragon Keeper (Rain Wild Chronicles, #1)",Robin Hobb,eng,3.93,19620
210404,A Sand County Almanac and Sketches Here and There,Aldo Leopold,,4.24,16792
895886,Lassie Come-Home,"Eric Knight, Marguerite Kirmse",,4.16,19100
178788,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health","T. Colin Campbell, Thomas M. Campbell II",en-GB,4.21,16485
1013383,The Gruffalo,"Julia Donaldson, Axel Scheffler",eng,4.47,19609
359,"The Salmon of Doubt (Dirk Gently, #3)",Douglas Adams,eng,3.92,20177
250024,The City and the Stars,Arthur C. Clarke,eng,4.08,19032
18667307,"Tokyo Ghoul, tome 1 (Tokyo Ghoul, #1)","Sui Ishida, 石田 スイ",fre,4.43,43490
352262,"How to Train Your Dragon (How to Train Your Dragon, #1)",Cressida Cowell,en-US,3.85,23042
6753,Brief Interviews with Hideous Men,David Foster Wallace,eng,3.88,15555
170619,All Around the Town,Mary Higgins Clark,,3.94,20029
4758093,"L.A. Candy (L.A. Candy, #1)",Lauren Conrad,en-US,3.36,21910
6618272,The Siren,Kiera Cass,eng,3.78,21740
43993,The Quiet Game,Greg Iles,eng,4.17,16853
22680,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis,eng,3.9,17375
11777020,Headhunters,"Jo Nesbø, Don Bartlett",eng,3.78,16509
93793,"The Messenger (Gabriel Allon, #6)",Daniel Silva,eng,4.18,16974
243598,The Sheltering Sky,Paul Bowles,eng,3.92,16494
22910900,The Rest of Us Just Live Here,Patrick Ness,eng,3.76,23412
1933181,The Lady Elizabeth,Alison Weir,eng,3.97,20345
16131193,The Astronaut Wives Club,Lily Koppel,eng,3.26,17837
184419,The Man Who Was Thursday: A Nightmare,"G.K. Chesterton, Jonathan Lethem",eng,3.85,17481
764903,Cheaper by the Dozen,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",eng,3.99,26266
2198274,The Monster of Florence,"Douglas Preston, Mario Spezi",en-US,3.72,21548
112525,Winter's Bone,Daniel Woodrell,eng,3.92,18306
30243,"Seduced by Moonlight (Merry Gentry, #3)",Laurell K. Hamilton,eng,4.05,26388
1297150,"Sword Song (The Saxon Stories, #4)",Bernard Cornwell,en-US,4.28,17106
1734639,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,Jessica Seinfeld,en-US,3.39,17837
228534,The Weight of Water,Anita Shreve,eng,3.62,21394
16062210,"Music of the Heart (Runaway Train, #1)",Katie Ashley,eng,4.0,32013
41951,Scarlet Feather,Maeve Binchy,eng,3.93,20948
16070018,"Truth (Consequences, #2)",Aleatha Romig,eng,4.38,25472
34503,"The Last Hero (Discworld, #27; Rincewind #7)","Terry Pratchett, Paul Kidby",eng,4.15,22537
83539,Fantastic Voyage,Isaac Asimov,,3.89,20415
11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,en-US,4.3,18716
12611073,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,,3.93,15063
16248078,"The English Girl (Gabriel Allon, #13)",Daniel Silva,eng,4.08,15292
8296140,Clara and Mr. Tiffany,Susan Vreeland,,3.71,23459
18295852,The Geography of You and Me,Jennifer E. Smith,eng,3.68,22368
7991200,"Angel (Angel, #1)",L.A. Weatherly,eng,3.89,22262
11254850,"Seeds of Rebellion (Beyonders, #2)",Brandon Mull,eng,4.25,20291
82751,Chinese Cinderella: The True Story of an Unwanted Daughter,Adeline Yen Mah,en-US,4.04,21410
14785,"Chosen Prey (Lucas Davenport, #12)",John Sandford,en-US,4.23,20176
8320534,Raymond E. Feist's Magician Master,"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",,4.43,18430
31140847,Bossman,Vi Keeland,eng,4.25,24354
2880715,The Black Dagger Brotherhood: An Insider's Guide,J.R. Ward,eng,4.32,26144
6120349,"Locke & Key, Vol. 2: Head Games","Joe Hill, Gabriel Rodríguez",eng,4.36,22505
91247,"Ramona and Her Father (Ramona, #4)","Beverly Cleary, Alan Tiegreen",eng,4.02,22181
49596,The Secret Adversary (Tommy and Tuppence #1),Agatha Christie,eng,3.82,20457
53413,Hopscotch,"Julio Cortázar, Gregory Rabassa",eng,4.25,10309
9635495,"Fallen (Will Trent, #5)",Karin Slaughter,eng,4.23,19777
25689074,"Stars Above (The Lunar Chronicles, #4.5)",Marissa Meyer,eng,4.27,29333
1207904,Clapton: The Autobiography,Eric Clapton,en-US,3.81,16369
647,No Logo,Naomi Klein,en-US,3.86,18792
43927,No Second Chance,Harlan Coben,eng,4.05,18799
7748,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,en-US,4.1,15306
764434,Shroud for a Nightingale (Adam Dalgliesh #4),P.D. James,eng,4.04,18044
21853633,"First Frost (Waverley Family, #2)",Sarah Addison Allen,eng,3.95,20936
223380,Stories of Your Life and Others,Ted Chiang,eng,4.27,16252
53926,Travesuras de la niña mala,Mario Vargas Llosa,spa,4.04,11707
6449290,The Girl Who Fell from the Sky,Heidi W. Durrow,en-US,3.6,19139
4031,Lunar Park,Bret Easton Ellis,,3.6,16431
32523,"Hide (Detective D.D. Warren, #2)",Lisa Gardner,eng,4.14,21892
969177,Ayat-Ayat Cinta,Habiburrahman El-Shirazy,ind,3.81,12345
29519514,"Broken Prince (The Royals, #2)",Erin Watt,eng,4.11,21901
16054811,Manuscript Found in Accra,"Paulo Coelho, Margaret Jull Costa",en-US,3.8,14318
9296438,Save Me,Lisa Scottoline,,3.63,20168
52640,Weaveworld,Clive Barker,eng,4.13,19251
170650,"Loves Music, Loves to Dance",Mary Higgins Clark,eng,3.89,21880
215542,"The Rivers of Zadaa (Pendragon, #6)",D.J. MacHale,eng,4.19,20264
11227040,"Sweet Dreams (Colorado Mountain, #2)",Kristen Ashley,en-GB,4.42,34766
133486,Nicholas and Alexandra,Robert K. Massie,eng,4.25,17709
12275680,"Wicked Business (Lizzy & Diesel, #2)",Janet Evanovich,eng,3.76,24162
16054808,Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1),Chris Grabenstein,eng,4.13,21376
17208,Friday,Robert A. Heinlein,eng,3.82,21388
6926176,"Her Mother's Hope (Marta's Legacy, #1)",Francine Rivers,en-US,4.28,18257
97860,Tuesday,David Wiesner,,4.17,21366
19707,"Red Rabbit (Jack Ryan Universe, #3)",Tom Clancy,eng,3.64,19287
13986,"Arrows of the Queen (Heralds of Valdemar, #1)",Mercedes Lackey,en-US,4.16,26844
424,Slouching Towards Bethlehem,Joan Didion,,4.24,17787
